Age,Gender,PostalCode,ResidenceYears,ResidenceType,DistanceResidenceCampus,Commute,NativeLanguage,OtherLanguages,BirthCountry,LengthCm,WeightKg,DominantHand,DominantFoot,Diagnose,AlcoholConsumption,CigaretteConsumption,SleepHours,Rested,Happiness,EducationFather,OccupationFather,EducationMother,OccupationMother,FamilyIncome,FamilySize,NumSiblings,SiblingRank,FamilySituation,DivorcedYears,HappinessHome,ParentsStemEducation,ParentsStemOccupation,ParentsHelp,SecondaryEducation,EducationSector,KindergartenAge,SecondaryDiplomaYears,MathHours1,MathHours2,MathHours3,SecondaryMathResults,OtherEducation,OtherDiploma,Elective,ClassSize,ClassSizeComfort,ClassSizeAttention,MathPrep,MathTeacherHelpful,MathTeacherAvailable,Credits,StudyTimeGeneralHours,StudyTimeITHours,NonStudyTimeITHours,ITMainDomain,ITProjects,NumProgrammingLanguages,MathFun,MathConfidence,MathEffort,MathStress,MathMoreStress,MathProblemAction,RankFamily,RankYouthMovement,RankYouthHouse,RankMusic,RankSportsClub,RankHome,RankAssociation,RankFriends,OutdoorChild,OutdoorNow,OutdoorChildCompany,SportHours,SportType,ReadingHours,ReadingLanguages,ReadingEnjoyment,ComputerUseProHours,ComputerUseRecHours,ComputerGameTypes,ComputerGameNeglect,BrainGameHours,MusicalInstrument,MusicEducation,MusicYears,SheetMusic,SpendingMoney,SpendingGames,LootBoxKnow,LootBoxIllegal,LootBoxBought1,LootBoxBought2,TestQ01,TestQ02,TestQ03,TestQ04,TestQ05,TestQ06,TestQ07,TestQ08,TestQ09,TestQ10,TestQ11,TestQ12,TestQ13,TestQ14,TestQ15,TestTimeMins,GradeMath4IT,GradePOD1,GradeOOP1,GradeOOP2,GradeWA1,GradeWA2,GradePRJ1
22,Mannelijk,9420,21,Ik verblijf thuis bij mijn ouders/voogd,6,Fiets,Nederlands,Engels,België,176,75,Linkshandig,Rechtsvoetig,Nee,0,0,7,6,7,Hoger beroepsonderwijs (HBO5),Arbeider,Bachelor of equivalent (hogeschool),Bediende,Ik weet het niet,4,1,1,Twee-oudergezin: vader en moeder,,8,Nee,Nee,5,Algemeen Secundair Onderwijs (ASO),Ik weet het niet,3,5,4,3,3,6,Nee,Nee,Programmeren,25,6,7,4,7,7,60,4,2,2,Software-ontwikkeling,Dat heb ik wel eens gedaan,0,6,5,6,4,6,Ik sla het probleem over en bekijk het later nog eens,4,5,6,7,1,3,8,2,> 5 keer per week,> 5 keer per week,Met vrienden,15,Individuele sport,0,,5,1,4,Role Playing,Af en toe,0,,,,Nee,0,0,Ja,Ja,Ja,"Nee, dit interesseert me niet",1,1,1,1,1,1,0,,1,0,0,0,1,0,0,30,12,14,16,14,18,14,15
20,Mannelijk,9250,10,"Ik verblijf op kot (studentenhome, peda, huurwoning of -appartement dichtbij de hogeschoolcampus)",3,Bus,Nederlands,Nederlands,België,187,80,Rechtshandig,Rechtsvoetig,Nee,90,0,6,5,6,Bachelor of equivalent (hogeschool),Bediende,Hoger beroepsonderwijs (HBO5),Werkloos,> 6000€,3,3,3,Twee-oudergezin: vader en moeder,,7,Nee,Nee,8,Technisch Secundair Onderwijs (TSO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,2.5,2,4,4,4,5,Nee,Nee,Programmeren,30,8,0,3,1,2,64,15,5,30,Software-ontwikkeling,Dat heb ik vaak gedaan,4,1,1,3,1,1,"Ik raadpleeg hulp van vrienden, ouders, het Internet, enz.",3,8,4,5,7,2,6,1,> 5 keer per week,2-5 keer per week,Met vrienden,0,Ik beoefen geen sport,0,Nederlands,0,20,1,Anders,Zelden,0,Andere,,,Nee,35,0,Ja,Ja,Ja,"Nee, dit interesseert me niet",0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,37,5,13,18,16,18,14,15
22,Vrouwelijk,8800,22,"Ik verblijf op kot (studentenhome, peda, huurwoning of -appartement dichtbij de hogeschoolcampus)",5,Fiets,Nederlands,Engels,België,172,61,Rechtshandig,Rechtsvoetig,"Dyslexie,Aandachtstekort-hyperactiviteitstoornis (ADD/ADHD)",3,0,5,0,2,Bachelor of equivalent (hogeschool),Bediende,Bachelor of equivalent (hogeschool),Onderwijs,,5,2,2,Twee-oudergezin: vader en moeder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Mannelijk,9170,10,Ik verblijf thuis bij mijn ouders/voogd,34,Trein,Nederlands,Engels,België,174,95,Rechtshandig,Rechtsvoetig,Nee,30,0,8,9,5,Bachelor of equivalent (hogeschool),Zelfstandige,Bachelor of equivalent (hogeschool),Bediende,> 6000€,4,1,1,Twee-oudergezin: vader en moeder,,6,Ja,Ja,3,Algemeen Secundair Onderwijs (ASO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,2.5,6,4,4,6,9,"Ja, een universitaire opleiding binnen STEM",Nee,Programmeren,20,5,3,5,5,5,57,2,6,8,Software-ontwikkeling,Dat heb ik vaak gedaan,0,9,8,5,0,0,"Ik raadpleeg hulp van vrienden, ouders, het Internet, enz.",7,1,4,8,6,2,5,3,< 1 keer per week,1 keer per week,Met vrienden,2,Ik beoefen geen sport,0,,5,6,6,Strategie,Vaak,0,Nee,,,Ja,50,5,Ja,Ja,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,39,,,,,,,
20,Mannelijk,9520,20,Ik verblijf thuis bij mijn ouders/voogd,20,Auto,Nederlands,Engels,België,177,61,Rechtshandig,Rechtsvoetig,Nee,0,0,7,9,8,Hoger secundair onderwijs,Bediende,Hoger secundair onderwijs,Bediende,4500€ - 5999€,4,1,1,Twee-oudergezin: vader en moeder,,8,Ja,Ja,9,Technisch Secundair Onderwijs (TSO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,2.5,2,4,4,4,6,Nee,Nee,Programmeren,54,2,9,6,8,10,60,7,12,3,Software-ontwikkeling,Dat heb ik nog nooit gedaan,1,5,8,10,2,0,"Ik raadpleeg hulp van vrienden, ouders, het Internet, enz.",2,7,8,6,4,1,5,3,2-5 keer per week,> 5 keer per week,Alleen,15,Teamsport,3,"Nederlands,Engels",10,5,2,Ik speel geen/nauwelijks computergames,Nooit,0,Nee,,,Nee,20,0,Ja,Ja,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,53,10,15,12,15,12,15,16
28,Mannelijk,9000,6,Ik verblijf in de woning die ik zelf huur of bezit,1,Te voet,Nederlands,Nederlands,België,183,74,Rechtshandig,Rechtsvoetig,Nee,2,0,8,8,7,Geen diploma,Gepensioneerd,Geen diploma,Gepensioneerd,Ik weet het niet,5,2,3,Twee-oudergezin: vader en moeder,,6,Nee,Nee,2,Algemeen Secundair Onderwijs (ASO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,3,10,5,5,6,7,"Ja, een hogeschoolopleiding buiten STEM","Ja, een hogeschoolopleiding buiten STEM",Programmeren,25,5,5,8,8,10,60,5,8,0,Software-ontwikkeling,Dat heb ik wel eens gedaan,0,8,7,9,3,1,Ik probeer het onmiddellijk op te lossen,7,3,8,5,2,1,6,4,2-5 keer per week,1 keer per week,Alleen,5,Individuele sport,3,Nederlands,9,8,4,Strategie,Af en toe,3,Klavier,Muziekschool (deeltijds kunstonderwijs),18,Ja,50,0,Nee,Nee,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,31,12,15,17,19,15,10,17
19,Mannelijk,9250,19,Ik verblijf thuis bij mijn ouders/voogd,35,Trein,Nederlands,Engels,België,185,70,Linkshandig,Rechtsvoetig,Dyslexie,5,0,7,2,6,Hoger secundair onderwijs,Bediende,Bachelor of equivalent (hogeschool),Onderwijs,4500€ - 5999€,4,1,1,Twee-oudergezin: vader en moeder,,9,Ja,Ja,5,Algemeen Secundair Onderwijs (ASO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,2.5,2,4,5,4,7,Nee,Nee,Programmeren,13,3,8,6,5,7,62,3,15,3,Computerhardware,Dat heb ik wel eens gedaan,,8,6,7,5,1,Ik sla het probleem over en bekijk het later nog eens,2,4,6,8,5,1,7,3,2-5 keer per week,1 keer per week,Met broers en/of zussen,5,Teamsport,0,Nederlands,8,6,2,Ik speel geen/nauwelijks computergames,Zelden,0,Nee,,,Nee,10,0,Ja,Ja,Ja,"Nee, dit interesseert me niet",,,,,,,,,,,,,,,,,12,11,13,11,12,9,13
19,Mannelijk,9100,19,"Ik verblijf op kot (studentenhome, peda, huurwoning of -appartement dichtbij de hogeschoolcampus)",2,Fiets,Nederlands,Engels,België,186,70,Rechtshandig,Linksvoetig,Nee,12,0,8,9,5,Bachelor of equivalent (hogeschool),Ambtenaar,Bachelor of equivalent (hogeschool),Onderwijs,4500€ - 5999€,4,1,2,Twee-oudergezin: vader en moeder,,8,Nee,Nee,9,Algemeen Secundair Onderwijs (ASO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,3,2,5,4,3,9,Nee,Nee,Programmeren,30,8,2,5,7,8,60,20,15,12,Software-ontwikkeling,Dat heb ik wel eens gedaan,0,8,6,8,5,2,Ik probeer het onmiddellijk op te lossen,1,6,7,8,5,2,4,3,> 5 keer per week,2-5 keer per week,Met broers en/of zussen,0,Ik beoefen geen sport,2,Nederlands,4,5,3,Survival,Zelden,0,Nee,,,Nee,25,0,Ja,Nee,Ja,Ja,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,39,13,13,18,10,11,11,10
23,Mannelijk,9860,23,Ik verblijf thuis bij mijn ouders/voogd,12,Trein,Nederlands,"Engels,Frans",België,174,75,Tweehandig (ambidexter),Geen voorkeur,Dysortografie,4,140,7,7,5,Hoger secundair onderwijs,Ambtenaar,Bachelor of equivalent (hogeschool),Ambtenaar,4500€ - 5999€,5,2,1,Twee-oudergezin: vader en moeder,,,Ja,Ja,1,Technisch Secundair Onderwijs (TSO),Gemeenschapsonderwijs (GO!),3,4,4,4,4,5,"Ja, een hogeschoolopleiding binnen STEM",Nee,Programmeren,15,5,5,5,9,,70,8,5,25,Software-ontwikkeling,Dat heb ik vaak gedaan,6,5,9,7,2,2,"Ik raadpleeg hulp van vrienden, ouders, het Internet, enz.",1,5,4,8,6,2,7,3,> 5 keer per week,2-5 keer per week,Met broers en/of zussen,2,Individuele sport,5,"Nederlands,Engels",9,11,2,Ik speel geen/nauwelijks computergames,Nooit,3,Nee,,,Nee,200,0,Ja,Ja,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",,,,,,,,,,,,,,,,,12,15,16,14,10,17,11
20,Mannelijk,8210,20,Ik verblijf thuis bij mijn ouders/voogd,40,Trein,Nederlands,Engels,België,196,80,Linkshandig,Rechtsvoetig,Nee,5,15,8,5,8,Master of equivalent (universiteit),Onderwijs,Master of equivalent (universiteit),Zelfstandige,4500€ - 5999€,5,2,3,Twee-oudergezin: vader en moeder,,9,Nee,Nee,5,Technisch Secundair Onderwijs (TSO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,3,3,4,4,5,7,Nee,Nee,Programmeren,20,5,7,7,7,8,50,5,5,25,Software-ontwikkeling,Dat heb ik vaak gedaan,4,6,7,5,4,2,"Ik raadpleeg hulp van vrienden, ouders, het Internet, enz.",6,3,7,8,2,5,4,1,2-5 keer per week,1 keer per week,Met vrienden,5,Individuele sport,0,"Nederlands,Engels",3,4,2,Ik speel geen/nauwelijks computergames,Zelden,0,Nee,,,Nee,20,0,Ja,Ja,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",,,,,,,,,,,,,,,,,16,14,16,13,17,18,14
22,Mannelijk,9890,22,"Ik verblijf op kot (studentenhome, peda, huurwoning of -appartement dichtbij de hogeschoolcampus)",2,Tram,Nederlands,Engels,België,181,80,Linkshandig,Linksvoetig,Nee,7,20,6,3,7,Hoger secundair onderwijs,Arbeider,Bachelor of equivalent (hogeschool),Arbeider,1500€ - 2999€,3,1,2,Alleenstaande of gescheiden moeder,16,7,Nee,Nee,5,Algemeen Secundair Onderwijs (ASO),Gemeenschapsonderwijs (GO!),3,4,5,5,5,8,"Ja, een universitaire opleiding binnen STEM",Nee,Programmeren,10,8,5,3,6,4,27,2,10,3,Software-ontwikkeling,Dat heb ik regelmatig gedaan,0,7,8,6,3,3,"Ik raadpleeg hulp van vrienden, ouders, het Internet, enz.",2,5,6,8,4,3,7,1,> 5 keer per week,2-5 keer per week,Met vrienden,2,Individuele sport,0,,7,1,3,Role Playing,Vaak,2,Nee,,,Nee,30,0,Ja,Ja,Ja,"Nee, dit interesseert me niet",1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,36,12,15,18,15,17,14,16
19,Mannelijk,9500,19,Ik verblijf thuis bij mijn ouders/voogd,30,Auto,Nederlands,Engels,België,186,85,Rechtshandig,Rechtsvoetig,Nee,0,0,8,3,10,Hoger secundair onderwijs,Bediende,Lager secundair onderwijs,Arbeider,4500€ - 5999€,4,0,1,Twee-oudergezin: vader en moeder,,7,Nee,Nee,5,Algemeen Secundair Onderwijs (ASO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,3,2,4,5,6,8,Nee,Nee,Programmeren,20,0,10,5,7,7,60,5,8,3,Software-ontwikkeling,Dat heb ik wel eens gedaan,1,8,8,6,6,7,Ik sla het probleem over en bekijk het later nog eens,3,6,8,5,2,1,7,4,< 1 keer per week,< 1 keer per week,Met vrienden,0,Ik beoefen geen sport,0,"Nederlands,Engels",5,8,8,Shooter,Af en toe,2,Nee,,,Nee,100,50,Ja,Ja,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,30,14,14,16,14,18,10,14
19,Mannelijk,8790,19,Ik verblijf thuis bij mijn ouders/voogd,30,Trein,Nederlands,Engels,België,176,60,Rechtshandig,Rechtsvoetig,Nee,10,0,8,3,8,Bachelor of equivalent (hogeschool),Zelfstandige,Bachelor of equivalent (hogeschool),Onderwijs,3000€ - 4499€,5,2,1,Twee-oudergezin: vader en moeder,,7,Nee,Nee,1,Technisch Secundair Onderwijs (TSO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,4,2,5,4,4,8,Nee,Nee,Programmeren,30,6,6,6,6,8,60,3,10,0,Software-ontwikkeling,Dat heb ik nog nooit gedaan,0,7,7,6,2,2,Ik sla het probleem over en bekijk het later nog eens,6,3,7,2,5,1,8,4,2-5 keer per week,2-5 keer per week,Met familie,2,Individuele sport,0,Nederlands,1,6,2,Ik speel geen/nauwelijks computergames,Af en toe,0,Slagwerk,Muziekschool (deeltijds kunstonderwijs),12,Ja,30,0,Ja,Ja,Ja,"Nee, dit interesseert me niet",1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,37,14,14,16,13,13,12,15
22,Mannelijk,9041,22,Ik verblijf thuis bij mijn ouders/voogd,7,Bus,Nederlands,Engels,België,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,6,4,5,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Mannelijk,9000,3,Ik verblijf in de woning die ik zelf huur of bezit,5,Auto,Nederlands,Engels,België,179,60,Rechtshandig,Rechtsvoetig,Nee,2,7,7,8,7,Master of equivalent (universiteit),Werkloos,Bachelor of equivalent (hogeschool),Arbeider,3000€ - 4499€,5,2,3,Twee-oudergezin: vader en moeder,,8,Nee,Nee,2,Algemeen Secundair Onderwijs (ASO),Gemeenschapsonderwijs (GO!),2.5,10,4,4,3,5,Nee,Nee,Programmeren,0,5,5,6,5,5,42,5,5,39,Software-ontwikkeling,Dat heb ik wel eens gedaan,4,6,4,9,6,8,"Ik raadpleeg hulp van vrienden, ouders, het Internet, enz.",3,2,7,6,8,1,5,4,2-5 keer per week,"Nee, nooit",Met vrienden,0,Ik beoefen geen sport,5,"Nederlands,Engels",10,8,2,Role Playing,Af en toe,0,Nee,,,Nee,100,1,Ja,Ja,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,41,7,,,,,,
19,Mannelijk,8790,14,"Ik verblijf op kot (studentenhome, peda, huurwoning of -appartement dichtbij de hogeschoolcampus)",3,Fiets,Nederlands,"Arabisch,Engels",België,172,90,Rechtshandig,Rechtsvoetig,Aandachtstekort-hyperactiviteitstoornis (ADD/ADHD),2,0,8,6,8,Bachelor of equivalent (hogeschool),Bediende,Bachelor of equivalent (hogeschool),Ambtenaar,3000€ - 4499€,5,2,1,Twee-oudergezin: vader en moeder,,7,Ja,Ja,7,Technisch Secundair Onderwijs (TSO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,2.5,2,4,4,4,6,Nee,Nee,Programmeren,20,7,9,6,8,7,60,5,4,0,Software-ontwikkeling,Dat heb ik nog nooit gedaan,0,7,6,10,5,6,Ik probeer het onmiddellijk op te lossen,2,7,8,5,4,1,6,3,2-5 keer per week,1 keer per week,Met vrienden,9,Teamsport,0,"Nederlands,Engels",6,5,6,Actie,Nooit,0,Nee,,,Ja,20,0,Nee,Nee,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",1,1,1,1,1,1,1,0,0,1,0.5,0,0,0,0,33,12,12,12,15,18,10,11
20,Mannelijk,9473,20,,40,Trein,Nederlands,Engels,België,182,59,Rechtshandig,Linksvoetig,Nee,2,7,8,5,7,Hoger secundair onderwijs,Bediende,Hoger secundair onderwijs,Bediende,3000€ - 4499€,3,3,4,Twee-oudergezin: vader en moeder,,9,Nee,Nee,0,Algemeen Secundair Onderwijs (ASO),Gemeenschapsonderwijs (GO!),3,3,5,5,4,4,Nee,Nee,Systeem- en netwerkbeheer,15,8,6,5,7,7,58,0,5,0,Netwerkbeheer,Dat heb ik nog nooit gedaan,0,2,6,8,5,3,Ik sla het probleem over en bekijk het later nog eens,4,7,5,8,2,1,6,3,> 5 keer per week,1 keer per week,Met vrienden,1,Individuele sport,0,Nederlands,1,5,5,Shooter,Vaak,1,Nee,,,Nee,20,0,Ja,Ja,Ja,"Nee, dit interesseert me niet",,,,,,,,,,,,,,,,,10,11,11,10,11,7,10
21,Mannelijk,9000,4,Ik verblijf thuis bij mijn ouders/voogd,6,Bus,Nederlands,Engels,België,178,85,Rechtshandig,Rechtsvoetig,Nee,3,0,6,6,3,Ik weet het niet,Zelfstandige,Hoger secundair onderwijs,Bediende,1500€ - 2999€,3,2,2,Alleenstaande of gescheiden moeder,10,8,Nee,Nee,5,Algemeen Secundair Onderwijs (ASO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,3,3,5,5,6,5,"Ja, een universitaire opleiding binnen STEM",Nee,Programmeren,25,5,4,4,8,10,60,2,10,0,Software-ontwikkeling,Dat heb ik wel eens gedaan,0,9,7,8,3,2,"Ik raadpleeg hulp van vrienden, ouders, het Internet, enz.",2,4,5,7,8,1,6,3,2-5 keer per week,1 keer per week,Met broers en/of zussen,0,Ik beoefen geen sport,0,"Nederlands,Engels",7,7,7,Role Playing,Vaak,0,Nee,,,Nee,50,20,Ja,Ja,Ja,"Nee, dit interesseert me niet",1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,44,14,15,17,15,19,15,11
20,Mannelijk,9890,20,Ik verblijf thuis bij mijn ouders/voogd,14,Trein,Nederlands,Engels,België,178,70,Rechtshandig,Rechtsvoetig,Nee,0,0,8,6,8,Ik weet het niet,Bediende,Ik weet het niet,Bediende,Ik weet het niet,3,1,2,Twee-oudergezin: vader en moeder,,8,Nee,Nee,5,Technisch Secundair Onderwijs (TSO),Ik weet het niet,3,2,4,4,4,6,Nee,Nee,Programmeren,25,4,5,6,6,6,60,0,12,20,Software-ontwikkeling,Dat heb ik wel eens gedaan,1,7,4,6,6,6,"Ik raadpleeg hulp van vrienden, ouders, het Internet, enz.",3,7,5,8,4,1,6,2,> 5 keer per week,< 1 keer per week,Met vrienden,0,Ik beoefen geen sport,0,Nederlands,3,5,5,Shooter,Af en toe,0,Nee,Privélessen,,Nee,50,5,Ja,,"Nee, omwille van andere redenen","Nee, omwille van andere redenen",1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,55,10,12,19,15,14,9,13
21,Mannelijk,9680,14,Ik verblijf thuis bij mijn ouders/voogd,25,Trein,Nederlands,Engels,België,177,68,Rechtshandig,Rechtsvoetig,Nee,30,0,7,7,8,Bachelor of equivalent (hogeschool),Bediende,Master of equivalent (universiteit),Bediende,Ik weet het niet,4,1,2,Co-ouderschap (afwisselend bij elke ouder),11,8,Nee,Nee,5,Technisch Secundair Onderwijs (TSO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,3,3,4,5,4,6,Nee,Nee,Systeem- en netwerkbeheer,40,8,8,4,8,9,58,3,10,10,Cybersecurity,Dat heb ik nog nooit gedaan,0,7,7,8,2,2,"Ik raadpleeg hulp van vrienden, ouders, het Internet, enz.",6,1,4,8,5,3,7,2,> 5 keer per week,< 1 keer per week,Met vrienden,2,Teamsport,1,"Nederlands,Engels",10,6,12,Adventure,Vaak,5,Nee,,,Nee,30,0,Ja,Ja,Ja,"Nee, omwille van andere redenen",1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,46,14,12,11,13,14,9,11
20,Mannelijk,1840,20,Ik verblijf thuis bij mijn ouders/voogd,50,Trein,Nederlands,Engels,België,190,91,Rechtshandig,Linksvoetig,Nee,0,0,7,5,5,Hoger secundair onderwijs,Bediende,Bachelor of equivalent (hogeschool),Bediende,4500€ - 5999€,4,1,2,Twee-oudergezin: vader en moeder,,8,Nee,Ja,1,Algemeen Secundair Onderwijs (ASO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,2.5,3,3,4,6,7,Nee,Nee,Programmeren,30,7,7,5,5,7,60,6,15,2,Software-ontwikkeling,Dat heb ik nog nooit gedaan,0,5,5,6,8,8,Ik sla het probleem over en bekijk het later nog eens,2,5,8,7,3,1,6,4,2-5 keer per week,1 keer per week,Met vrienden,0,Ik beoefen geen sport,0,,2,4,2,Role Playing,Zelden,0,Nee,,,Nee,10,3,Ja,Ja,Ja,"Nee, ik wilde wel maar kon dit niet of wist niet hoe",1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,38,12,12,18,14,16,15,15
21,Mannelijk,8900,21,"Ik verblijf op kot (studentenhome, peda, huurwoning of -appartement dichtbij de hogeschoolcampus)",2,Fiets,Nederlands,Engels,België,173,63,Rechtshandig,Rechtsvoetig,Nee,5,0,6,7,7,Master of equivalent (universiteit),Bediende,Master of equivalent (universiteit),Werkloos,1500€ - 2999€,4,1,2,Twee-oudergezin: vader en moeder,,9,Nee,Nee,6,Algemeen Secundair Onderwijs (ASO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,2.5,4,4,3,3,8,"Ja, een universitaire opleiding buiten STEM",Nee,Systeem- en netwerkbeheer,26,8,9,6,2,8,60,5,5,0,Netwerkbeheer,Dat heb ik wel eens gedaan,1,7,8,6,5,6,Ik sla het probleem over en bekijk het later nog eens,2,3,8,4,6,1,7,5,> 5 keer per week,< 1 keer per week,Met vrienden,0,Individuele sport,0,,4,7,4,Actie,Zelden,3,Klavier,Muziekschool (deeltijds kunstonderwijs),12,Ja,50,0,Nee,Nee,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",1,1,1,1,1,0,0,0,0,1,0.5,0,0,0,0,56,20,13,14,14,11,10,14
19,Vrouwelijk,9870,19,Ik verblijf thuis bij mijn ouders/voogd,25,Trein,Nederlands,,België,173,,Rechtshandig,Rechtsvoetig,Nee,1,0,6,2,6,Ik weet het niet,Zelfstandige,Bachelor of equivalent (hogeschool),Bediende,3000€ - 4499€,5,2,3,Twee-oudergezin: vader en moeder,,7,Nee,Nee,3,Technisch Secundair Onderwijs (TSO),Ik weet het niet,3,2,5,4,4,8,Nee,Nee,Programmeren,25,9,5,9,8,9,60,8,15,1,Software-ontwikkeling,Dat heb ik nog nooit gedaan,0,6,7,8,8,4,"Ik raadpleeg hulp van vrienden, ouders, het Internet, enz.",2,7,6,8,4,1,5,3,> 5 keer per week,2-5 keer per week,Alleen,2,Individuele sport,1,"Nederlands,Engels",8,9,1,Ik speel geen/nauwelijks computergames,Nooit,0,Nee,,,Nee,,,Nee,Nee,,,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,39,12,11,12,12,10,10,16
21,Mannelijk,9552,21,Ik verblijf thuis bij mijn ouders/voogd,30,Trein,Nederlands,Engels,België,176,71,Rechtshandig,Rechtsvoetig,Aandachtstekort-hyperactiviteitstoornis (ADD/ADHD),3,0,8,8,8,Lager secundair onderwijs,Bediende,Lager onderwijs,Bediende,4500€ - 5999€,3,0,1,Twee-oudergezin: vader en moeder,,8,Nee,Nee,7,Technisch Secundair Onderwijs (TSO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,2.5,3,3,3,3,7,Nee,Nee,Systeem- en netwerkbeheer,20,8,5,8,7,9,54,10,6,3,Systeembeheer,Dat heb ik wel eens gedaan,0,3,6,8,7,6,Ik sla het probleem over en bekijk het later nog eens,3,8,6,7,4,1,5,2,1 keer per week,1 keer per week,Met vrienden,2,Individuele sport,1,"Nederlands,Engels",7,4,4,Actie,Zelden,1,Nee,,,Nee,30,0,Ja,Ja,Ja,Ja,1,1,1,1,1,1,0,1,0,0,0.5,0,0,0,0,27,10,14,10,8,15,8,14
20,Mannelijk,9890,19,Ik verblijf thuis bij mijn ouders/voogd,20,Auto,Nederlands,Engels,België,185,60,Rechtshandig,Linksvoetig,Nee,7,0,8,9,9,Bachelor of equivalent (hogeschool),Ambtenaar,Master of equivalent (universiteit),Bediende,4500€ - 5999€,4,1,1,Twee-oudergezin: vader en moeder,,10,Ja,Ja,10,Algemeen Secundair Onderwijs (ASO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,2.5,3,5,4,4,7,Nee,Nee,Systeem- en netwerkbeheer,7,7,10,10,9,9,60,2,10,10,Netwerkbeheer,Dat heb ik vaak gedaan,3,6,7,10,3,6,Ik sla het probleem over en bekijk het later nog eens,2,4,8,7,6,1,5,3,> 5 keer per week,2-5 keer per week,Met broers en/of zussen,1,Individuele sport,0,Nederlands,3,6,6,Shooter,Af en toe,2,Nee,Autodidact,,Nee,30,20,Ja,Ja,Ja,"Nee, ik wilde wel maar kon dit niet of wist niet hoe",1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,45,16,17,18,18,14,15,16
22,Vrouwelijk,9630,22,Ik verblijf thuis bij mijn ouders/voogd,23,Trein,Nederlands,Engels,België,170,90,Rechtshandig,Rechtsvoetig,Nee,0,0,8,6,5,Hoger secundair onderwijs,Arbeider,Bachelor of equivalent (hogeschool),Bediende,3000€ - 4499€,6,3,1,Twee-oudergezin: vader en moeder,,6,Nee,Nee,1,Algemeen Secundair Onderwijs (ASO),Ik weet het niet,2.5,5,6,6,6,6,"Ja, een hogeschoolopleiding buiten STEM","Ja, een hogeschoolopleiding buiten STEM",Programmeren,20,5,8,4,5,4,60,2,13,0,Software-ontwikkeling,Dat heb ik nog nooit gedaan,0,8,6,7,4,3,Ik sla het probleem over en bekijk het later nog eens,4,2,8,5,6,1,7,3,2-5 keer per week,2-5 keer per week,Met broers en/of zussen,2,Individuele sport,1,"Nederlands,Engels",10,10,3,Survival,Zelden,1,Klavier,Muziekschool (deeltijds kunstonderwijs),14,Ja,80,5,Ja,Nee,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,40,12,10,12,16,15,15,16
